RES_ID,Fecha_Viaje,Fecha_Reserva,Lead_Time_Dias,Noches_Estancia,Barco,Compañia,Tipo_Ruta,Suite_Type,Booking_Source,Package,Guest_Country,Cabinas_Totales_Barco,Cabinas_Reservadas,Porcentaje_Ocupacion_Ciclo,Pasajeros_Reserva,Tripulacion,Ingreso_Total_Reserva_USD,Gasto_Promedio_Diario_Huesped_USD,Puntuacion_Satisfaccion
RES-17926,12/16/2018,6/19/2018,180,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,UK,1250,2,91.39,4,1458,5024.48,219.53,4.9
RES-17927,12/16/2018,8/14/2018,124,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board,Spain,1250,1,91.39,2,1458,2477.92,215.24,4.7
RES-17928,12/16/2018,8/24/2018,114,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,Spain,1250,1,91.39,1,1458,1574.56,204.64,4.7
RES-17929,12/16/2018,10/5/2018,72,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,Direct,All Inclusive,USA,1250,1,91.39,2,1458,2538.64,222.83,4.9
RES-17930,12/16/2018,6/26/2018,173,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,USA,1250,1,91.39,1,1458,1584.64,207.16,5
RES-17931,12/16/2018,6/24/2018,175,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive + EXC,Italy,1250,1,91.39,1,1458,1643.6,221.9,5
RES-17932,12/16/2018,7/11/2018,158,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,USA,1250,1,91.39,1,1458,1675.36,229.84,4.8
RES-17933,12/16/2018,9/20/2018,87,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,Canada,1250,2,91.39,4,1458,5187.68,229.73,4.7
RES-17934,12/16/2018,9/9/2018,98,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,USA,1250,2,91.39,4,1458,4950.72,214.92,4.8
RES-17935,12/16/2018,8/13/2018,125,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,All Inclusive,Germany,1250,1,91.39,2,1458,2476.4,215.05,4.9
RES-17936,12/16/2018,9/28/2018,79,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,USA,1250,1,91.39,2,1458,2607.12,231.39,5
RES-17937,12/16/2018,9/13/2018,94,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,UK,1250,1,91.39,1,1458,1618.2,215.55,5
RES-17938,12/16/2018,6/16/2018,183,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive + EXC,UK,1250,1,91.39,1,1458,1643.92,221.98,5
RES-17939,12/16/2018,8/25/2018,113,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,Full Board + EXC,Mexico,1250,1,91.39,2,1458,2543.44,223.43,4.9
RES-17940,12/16/2018,6/23/2018,176,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,UK,1250,1,91.39,2,1458,2552.16,224.52,5
RES-17941,12/16/2018,8/21/2018,117,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,UK,2612,1,96.75,2,1688,2930.64,149.72,4.1
RES-17942,12/16/2018,9/10/2018,97,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,Full Board,UK,2612,1,96.75,1,1688,1998.18,144.03,4.3
RES-17943,12/16/2018,8/7/2018,131,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,UK,2612,1,96.75,1,1688,2025.48,148.58,4.3
RES-17944,12/16/2018,7/26/2018,143,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive,Canada,2612,1,96.75,1,1688,2023.68,148.28,4.1
RES-17945,12/16/2018,8/23/2018,115,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive,USA,2612,1,96.75,1,1688,1967.4,138.9,4.1
RES-17946,12/16/2018,8/16/2018,122,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,Full Board,Spain,2612,1,96.75,1,1688,2007.36,145.56,4.3
RES-17947,12/16/2018,7/11/2018,158,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,Full Board + EXC,USA,2612,1,96.75,1,1688,1994.22,143.37,4.1
RES-17948,12/16/2018,9/13/2018,94,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,All Inclusive,USA,2612,2,96.75,2,1688,4035.84,147.32,4.4
RES-17949,12/16/2018,9/14/2018,93,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,Full Board,UK,2612,1,96.75,1,1688,2037.06,150.51,4.4
RES-17950,12/16/2018,7/25/2018,144,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive + EXC,Spain,2612,1,96.75,1,1688,1937.46,133.91,4
RES-17951,12/16/2018,9/12/2018,95,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,USA,2612,1,96.75,2,1688,2794.44,138.37,4.3
RES-17952,12/16/2018,9/7/2018,100,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,USA,2612,1,96.75,1,1688,2016.24,147.04,4.3
RES-17953,12/16/2018,7/2/2018,167,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,USA,2612,1,96.75,2,1688,2811.48,139.79,4.1
RES-17954,12/16/2018,7/2/2018,167,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive + EXC,USA,2612,1,96.75,2,1688,2892,146.5,4.2
RES-17955,12/16/2018,9/29/2018,78,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,Full Board,USA,2612,1,96.75,2,1688,2856.48,143.54,3.9
RES-17956,12/16/2018,8/17/2018,121,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,USA,1646,1,96.45,2,1416,5123.34,190.13,4.8
RES-17957,12/16/2018,8/1/2018,137,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,Spain,1646,2,96.45,2,1416,6540.66,174.37,4.8
RES-17958,12/16/2018,8/24/2018,114,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,Germany,1646,1,96.45,1,1416,3480.48,197.72,4.8
RES-17959,12/16/2018,6/3/2018,196,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,Germany,1646,1,96.45,2,1416,5019.48,184.36,5
RES-17960,12/16/2018,7/6/2018,163,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,UK,1646,1,96.45,2,1416,5002.74,183.43,4.8
RES-17961,12/16/2018,7/30/2018,139,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board + EXC,USA,1646,1,96.45,1,1416,3310.11,178.79,4.8
RES-17962,12/16/2018,8/12/2018,126,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,Full Board + EXC,Spain,1646,2,96.45,2,1416,6451.02,169.39,5
RES-17963,12/16/2018,7/10/2018,159,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,Spain,1646,1,96.45,1,1416,3370.32,185.48,4.6
RES-17964,12/16/2018,9/22/2018,85,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,USA,1646,2,96.45,4,1416,10468.44,196.29,4.7
RES-17965,12/16/2018,7/12/2018,157,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,Full Board,Canada,1646,1,96.45,1,1416,3580.65,208.85,5
RES-17966,12/16/2018,8/12/2018,126,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board + EXC,USA,1646,1,96.45,2,1416,4822.2,173.4,4.8
RES-17967,12/16/2018,7/15/2018,154,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,USA,1646,2,96.45,4,1416,10091.52,185.82,4.9
RES-17968,12/16/2018,8/23/2018,115,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive + EXC,Germany,1646,1,96.45,1,1416,3304.53,178.17,4.4
RES-17969,12/16/2018,9/9/2018,98,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,Full Board + EXC,Spain,1646,1,96.45,1,1416,3337.2,181.8,4.7
RES-17970,12/16/2018,8/13/2018,125,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,USA,1646,1,96.45,1,1416,3376.98,186.22,4.7
RES-17971,12/16/2018,7/6/2018,163,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive,USA,1347,1,90.17,2,1253,8944.32,224.94,4.8
RES-17972,12/16/2018,8/18/2018,120,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Web,Full Board,Mexico,1347,1,90.17,2,1253,8665.44,214.98,4.8
RES-17973,12/16/2018,7/18/2018,151,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Web,All Inclusive,Germany,1347,1,90.17,1,1253,5830.3,227.45,4.7
RES-17974,12/16/2018,8/5/2018,133,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Web,Full Board + EXC,Italy,1347,1,90.17,1,1253,5978,238,4.8
RES-17975,12/16/2018,7/19/2018,150,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,Full Board + EXC,Germany,1347,1,90.17,1,1253,6123.88,248.42,4.9
RES-17976,12/16/2018,8/26/2018,112,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,Full Board,France,1347,1,90.17,2,1253,9429.84,242.28,4.8
RES-17977,12/16/2018,7/16/2018,153,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive,UK,1347,2,90.17,4,1253,18040.96,227.66,4.7
RES-17978,12/16/2018,8/14/2018,124,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,All Inclusive,Canada,1347,1,90.17,3,1253,12332.04,230.62,4.8
RES-17979,12/16/2018,7/27/2018,142,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive,Spain,1347,1,90.17,2,1253,9208.64,234.38,4.8
RES-17980,12/16/2018,9/4/2018,103,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,All Inclusive,Germany,1347,1,90.17,1,1253,5757.36,222.24,4.8
RES-17981,12/16/2018,8/15/2018,123,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,All Inclusive + EXC,UK,1347,2,90.17,2,1253,11223.52,211.84,4.8
RES-17982,12/16/2018,8/7/2018,131,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,Full Board,Spain,1347,1,90.17,1,1253,5934.32,234.88,4.8
RES-17983,12/16/2018,8/26/2018,112,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive,USA,1347,1,90.17,2,1253,9939.16,260.47,4.9
RES-17984,12/16/2018,6/9/2018,190,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,All Inclusive + EXC,Spain,1347,1,90.17,2,1253,8916.32,223.94,4.8
RES-17985,12/16/2018,6/22/2018,177,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Direct,Full Board,Germany,1347,2,90.17,4,1253,18494,235.75,4.7
RES-17986,12/16/2018,6/14/2018,185,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,USA,2732,1,90.85,2,1500,3330.88,143.42,4.4
RES-17987,12/16/2018,9/7/2018,100,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,Germany,2732,1,90.85,2,1500,3252.48,137.82,3.9
RES-17988,12/16/2018,8/29/2018,109,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board + EXC,Italy,2732,1,90.85,2,1500,3256.4,138.1,4.4
RES-17989,12/16/2018,7/17/2018,152,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,UK,2732,1,90.85,1,1500,2302.23,139.89,4.1
RES-17990,12/16/2018,9/11/2018,96,7,AIDAcosma,AIDA Cruises,Canarias,Suite,Web,Full Board + EXC,UK,2732,1,90.85,2,1500,3218.74,135.41,4.2
RES-17991,12/16/2018,7/14/2018,155,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,USA,2732,2,90.85,2,1500,4653.32,143.38,4.5
RES-17992,12/16/2018,9/5/2018,102,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,USA,2732,2,90.85,2,1500,4615.8,140.7,4.2
RES-17993,12/16/2018,6/6/2018,193,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,USA,2732,1,90.85,2,1500,3135.58,129.47,4.2
RES-17994,12/16/2018,8/10/2018,128,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive + EXC,Mexico,2732,1,90.85,1,1500,2185.82,123.26,4
RES-17995,12/16/2018,7/17/2018,152,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board + EXC,USA,2732,1,90.85,2,1500,3193.12,133.58,4.3
RES-17996,12/16/2018,7/19/2018,150,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,Spain,2732,1,90.85,2,1500,3261.44,138.46,4.2
RES-17997,12/16/2018,9/22/2018,85,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,Germany,2732,2,90.85,4,1500,6758.36,146.87,4.4
RES-17998,12/16/2018,6/24/2018,175,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive + EXC,USA,2732,1,90.85,2,1500,3174.36,132.24,4.5
RES-17999,12/16/2018,7/14/2018,155,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,Spain,2732,1,90.85,1,1500,2289.63,138.09,4.2
RES-18000,12/16/2018,9/5/2018,102,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,Germany,2732,1,90.85,1,1500,2254.21,133.03,4.1
RES-18001,12/21/2018,7/27/2018,147,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,All Inclusive,USA,2626,1,100,2,2138,3677.38,168.17,4.6
RES-18002,12/21/2018,8/24/2018,119,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,USA,2626,1,100,2,2138,3955.7,188.05,4.4
RES-18003,12/21/2018,8/7/2018,136,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,Canada,2626,2,100,2,2138,4982.32,166.88,4.4
RES-18004,12/21/2018,9/10/2018,102,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,Full Board + EXC,USA,2626,1,100,2,2138,3501.68,155.62,4.4
RES-18005,12/21/2018,6/7/2018,197,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,Canada,2626,1,100,2,2138,3914.96,185.14,4.3
RES-18006,12/21/2018,8/31/2018,112,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Direct,Full Board,USA,2626,1,100,2,2138,3681.16,168.44,4.6
RES-18007,12/21/2018,7/9/2018,165,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,Full Board + EXC,Spain,2626,2,100,2,2138,5099.78,175.27,4.5
RES-18008,12/21/2018,9/5/2018,107,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,Full Board,USA,2626,1,100,1,2138,2586.64,180.52,4.5
RES-18009,12/21/2018,9/17/2018,95,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,All Inclusive + EXC,Germany,2626,1,100,1,2138,2570.75,178.25,4.7
RES-18010,12/21/2018,9/11/2018,101,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,Mexico,2626,1,100,2,2138,3946.46,187.39,4.4
RES-18011,12/21/2018,6/22/2018,182,7,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,B2B,All Inclusive,UK,2626,1,100,1,2138,2546.25,174.75,4.6
RES-18012,12/21/2018,8/9/2018,134,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,Full Board,USA,2626,1,100,2,2138,3757.88,173.92,4.5
RES-18013,12/21/2018,10/7/2018,75,7,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,Direct,All Inclusive,France,2626,2,100,4,2138,7224.28,163.51,4.4
RES-18014,12/21/2018,8/24/2018,119,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,All Inclusive + EXC,USA,2626,1,100,2,2138,3563,160,4.6
RES-18015,12/21/2018,8/19/2018,124,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,Germany,2626,1,100,2,2138,3853.08,180.72,4.4
RES-18016,12/21/2018,8/5/2018,138,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive + EXC,Spain,2805,1,96.83,1,2350,2653.84,190.12,4.6
RES-18017,12/21/2018,8/21/2018,122,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board + EXC,UK,2805,1,96.83,1,2350,2728.04,200.72,4.9
RES-18018,12/21/2018,9/25/2018,87,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Direct,All Inclusive,USA,2805,1,96.83,2,2350,4161.78,202.77,5
RES-18019,12/21/2018,9/1/2018,111,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,USA,2805,1,96.83,2,2350,4267.2,210.3,4.8
RES-18020,12/21/2018,7/29/2018,145,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,All Inclusive,Germany,2805,1,96.83,2,2350,4226.88,207.42,4.7
RES-18021,12/21/2018,8/7/2018,136,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,All Inclusive,USA,2805,1,96.83,1,2350,2782.22,208.46,4.9
RES-18022,12/21/2018,9/21/2018,91,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive,USA,2805,1,96.83,2,2350,4169.06,203.29,4.6
RES-18023,12/21/2018,7/20/2018,154,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Direct,All Inclusive,Germany,2805,1,96.83,1,2350,2776.41,207.63,4.7
RES-18024,12/21/2018,8/26/2018,117,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,Canada,2805,1,96.83,1,2350,2683.31,194.33,4.7
RES-18025,12/21/2018,8/20/2018,123,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,Full Board,Canada,2805,1,96.83,1,2350,2690.17,195.31,4.8
RES-18026,12/21/2018,9/28/2018,84,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,USA,2805,1,96.83,1,2350,2696.47,196.21,4.8
RES-18027,12/21/2018,6/8/2018,196,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,All Inclusive,UK,2805,1,96.83,2,2350,3909.64,184.76,4.7
RES-18028,12/21/2018,8/31/2018,112,7,Icon of the Seas,Royal Caribbean,Caribe,Suite,B2B,All Inclusive,Germany,2805,1,96.83,2,2350,4121.88,199.92,4.9
RES-18029,12/21/2018,8/10/2018,133,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,USA,2805,1,96.83,1,2350,2808.12,212.16,4.9
RES-18030,12/21/2018,6/24/2018,180,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,Full Board + EXC,USA,2805,1,96.83,1,2350,2661.54,191.22,4.9
RES-18031,12/21/2018,8/31/2018,112,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Germany,1643,2,100,2,1388,5430.88,150.43,4.5
RES-18032,12/21/2018,9/29/2018,83,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive + EXC,USA,1643,1,100,1,1388,2691.2,147.4,4.4
RES-18033,12/21/2018,9/12/2018,100,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,Mexico,1643,2,100,2,1388,5360.32,146.02,4.5
RES-18034,12/21/2018,8/10/2018,133,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,All Inclusive,Italy,1643,1,100,1,1388,2760.32,156.04,4.7
RES-18035,12/21/2018,7/28/2018,146,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board + EXC,France,1643,1,100,2,1388,3929.28,151.08,4.5
RES-18036,12/21/2018,8/20/2018,123,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive,France,1643,1,100,2,1388,3951.2,152.45,4.7
RES-18037,12/21/2018,9/17/2018,95,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,UK,1643,1,100,2,1388,4212.8,168.8,4.3
RES-18038,12/21/2018,9/12/2018,100,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive + EXC,UK,1643,1,100,2,1388,3926.4,150.9,4.6
RES-18039,12/21/2018,10/25/2018,57,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board + EXC,Italy,1643,1,100,1,1388,2735.84,152.98,4.5
RES-18040,12/21/2018,10/10/2018,72,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,USA,1643,1,100,1,1388,2811.12,162.39,4.4
RES-18041,12/21/2018,7/15/2018,159,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,Germany,1643,1,100,2,1388,3751.84,139.99,4.6
RES-18042,12/21/2018,8/23/2018,120,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board + EXC,France,1643,1,100,2,1388,4036.64,157.79,4.5
RES-18043,12/21/2018,6/21/2018,183,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Mexico,1643,1,100,2,1388,3755.2,140.2,4.4
RES-18044,12/21/2018,8/23/2018,120,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,Full Board,Germany,1643,1,100,1,1388,2670.08,144.76,4.5
RES-18045,12/21/2018,7/24/2018,150,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,France,1643,1,100,2,1388,3769.12,141.07,4.3
RES-18046,12/21/2018,8/3/2018,140,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,Mexico,1250,1,100,1,1458,1268.73,233.91,5
RES-18047,12/21/2018,6/19/2018,185,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive + EXC,Italy,1250,1,100,2,1458,1854.36,214.56,4.8
RES-18048,12/21/2018,9/4/2018,108,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,USA,1250,1,100,1,1458,1216.14,216.38,4.7
RES-18049,12/21/2018,9/16/2018,96,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,USA,1250,1,100,2,1458,1787.4,203.4,5
RES-18050,12/21/2018,6/23/2018,181,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,UK,1250,2,100,6,1458,5158.08,223.56,5
RES-18051,12/21/2018,6/29/2018,175,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,USA,1250,1,100,1,1458,1207.32,213.44,5
RES-18052,12/21/2018,8/11/2018,132,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,Full Board,Spain,1250,1,100,2,1458,1909.2,223.7,4.9
RES-18053,12/21/2018,7/4/2018,170,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board,USA,1250,2,100,4,1458,3671.28,211.44,4.8
RES-18054,12/21/2018,9/5/2018,107,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,Full Board,Italy,1250,1,100,1,1458,1214.1,215.7,4.9
RES-18055,12/21/2018,8/26/2018,117,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,UK,1250,1,100,2,1458,1871.4,217.4,4.8
RES-18056,12/21/2018,6/30/2018,174,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,USA,1250,1,100,1,1458,1243.11,225.37,4.7
RES-18057,12/21/2018,9/10/2018,102,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,All Inclusive,Spain,1250,1,100,1,1458,1259.19,230.73,4.8
RES-18058,12/21/2018,7/3/2018,171,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,UK,1250,1,100,2,1458,1958.76,231.96,4.8
RES-18059,12/21/2018,9/14/2018,98,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive + EXC,Germany,1250,2,100,2,1458,2433,216.5,4.8
RES-18060,12/21/2018,8/1/2018,142,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,Spain,1250,1,100,2,1458,1828.44,210.24,5
RES-18061,12/21/2018,8/8/2018,135,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,All Inclusive + EXC,USA,2612,1,96.66,2,1688,3441.9,151.35,4.2
RES-18062,12/21/2018,9/30/2018,82,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive,Spain,2612,1,96.66,2,1688,3470.46,153.39,4.2
RES-18063,12/21/2018,7/22/2018,152,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,All Inclusive,Spain,2612,1,96.66,1,1688,2210.81,126.83,4.3
RES-18064,12/21/2018,7/28/2018,146,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,All Inclusive,USA,2612,1,96.66,1,1688,2245.39,131.77,4.1
RES-18065,12/21/2018,8/7/2018,136,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,Full Board,USA,2612,1,96.66,2,1688,3227.42,136.03,4.2
RES-18066,12/21/2018,9/5/2018,107,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,Canada,2612,1,96.66,1,1688,2394.21,153.03,4.3
RES-18067,12/21/2018,8/29/2018,114,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,USA,2612,1,96.66,2,1688,3389.12,147.58,4.2
RES-18068,12/21/2018,6/14/2018,190,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,All Inclusive + EXC,USA,2612,1,96.66,1,1688,2299.71,139.53,4.2
RES-18069,12/21/2018,8/9/2018,134,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,All Inclusive,Spain,2612,2,96.66,2,1688,4640.58,142.47,4
RES-18070,12/21/2018,7/16/2018,158,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,USA,2612,1,96.66,3,1688,4323.69,142.89,4.1
RES-18071,12/21/2018,8/6/2018,137,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,Germany,2612,1,96.66,2,1688,3455.06,152.29,4.3
RES-18072,12/21/2018,9/2/2018,110,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,Full Board,USA,2612,1,96.66,2,1688,3422.86,149.99,4.5
